"SEQ_ID","REF_TITLE","country","db_xref","host","mol_type","note","organism","specimen_voucher","collected_by","collection_date","identified_by","isolate","isolation_source","culture_collection","strain","clone","environmental_sample","lat_lon","tissue_type","altitude","variety"
"EU686790","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Streptochaeta spicata","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1603","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686855","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Chusquea simpliciflora","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1417","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686943","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Oplismenus hirtellus","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1701","asymptomatic photosynthetic tissue","","","","","","","",""
"EU781660","Isolation and molecular identification of endophytic fungi from Aquilaria sinensis","China: Xinyi, Guangdong","taxon:543595","Aquilaria sinensis","genomic DNA","","Xylaria sp. A3","","","","","A3","stem from 5 year old tree growing in a subtropical monsoon climate at elevation of 600-800m","","","","","","","",""
"FJ375152","Isolation and characterization of endophytic taxol-producing fungi from Taxus chinensis","China: QinBa","taxon:643806","Taxus chinensis","genomic DNA","endophytic fungus","Ascomycota sp. H-19","","","","","","","","H-19","","","","","",""
"FJ449981","Endophytic fungi from Dendrobium sp.","","taxon:410823","","genomic DNA","","fungal endophyte","","","","","","","","1017","","","","","",""
"FJ449982","Endophytic fungi from Dendrobium sp.","","taxon:410823","","genomic DNA","","fungal endophyte","","","","","","","","1010","","","","","",""
"FJ449984","Endophytic fungi from Dendrobium sp.","","taxon:410823","","genomic DNA","","fungal endophyte","","","","","","","","625","","","","","",""
"FJ449988","Endophytic fungi from Dendrobium sp.","","taxon:410823","","genomic DNA","","fungal endophyte","","","","","","","","776","","","","","",""
"FJ449991","Endophytic fungi from Dendrobium sp.","","taxon:410823","","genomic DNA","","fungal endophyte","","","","","","","","837","","","","","",""
"FJ487924","Phylogenetic analysis of ITS DNA sequences of endophytic fungi in mangrove in China","","taxon:584646","mangrove","genomic DNA","","Xylaria sp. ZJ12-6B","","","","","","","","ZJ12-6B","","","","","",""
"FN689806","Three new Xylaria species from southwestern Europe","","taxon:747642","","genomic DNA","","Xylaria cf. arbuscula STMA 09152","","","","","agrMS240","","MUCL:52666","","","","","","",""
"FN689807","Three new Xylaria species from southwestern Europe","","taxon:747643","","genomic DNA","","Xylaria cf. arbuscula STMA 09153","","","","","agrMS241","","MUCL:52665","STMA 09153","","","","","",""
"GQ906961","Diversity of endolichenic fungi isolated from Myelochroa (lichenized fungi, Ascomycota) in Jeju Island, Korea","","taxon:679709","Myelochroa","genomic DNA","endolichenic fungi","Xylariales cf. JP89-2","","","","","","","","JP89-2","","","","","",""
"GU797433","Fungal diversity associated with rambutan (Nephelium lappaceum L.) and longan (Dimocarpus Longan L.) in Puerto Rico","Puerto Rico: commercial farm, Castaner, Lares","taxon:419776","Dimocarpus longan L. (longan)","genomic DNA","","Xylaria venosula","","","","","246.IV","inflorescence","","","","","","","",""
"GU797434","Fungal diversity associated with rambutan (Nephelium lappaceum L.) and longan (Dimocarpus Longan L.) in Puerto Rico","Puerto Rico: commercial farm, Mayaguez","taxon:419776","Nephelium lappaceum L. (rambutan)","genomic DNA","","Xylaria venosula","","","","","270.III","leaf","","","","","","","",""
"HM537067","Diversity of endophytic fungi in freshly fallen leaves of Cinnamomum camphora and their ability of decomposing leaf litter","China: Hunan, Jishou, Cinnamomum camphora plantation forest near Jishou University at 258 m.a.s.l.","taxon:859776","Cinnamomum camphora","genomic DNA","","fungal endophyte sp. g94","","Xingbing He","20-May-2009","","","surface-sterilized leaf","","g94","","","28.2833 N 109.7167 E","","",""
"HM751828","Occurrence and diversity of endophytic fungi in Bletilla ochracea (Orchidaceae) in Guizhou, China","","taxon:879873","","genomic DNA","","Xylaria sp. DYXB_Y032","","","","","DYXB_Y032","","","","","","","","",""
"HQ260950","Herbivory and resins - mediating factors in the composition of endophytic fungi from Baccharis dracunculifolia DC (Asteraceae)","","taxon:410823","Baccharis dracunculifolia","genomic DNA","","fungal endophyte","","","","","2","leaf-bud","","","","","","","",""
"HQ260952","Herbivory and resins - mediating factors in the composition of endophytic fungi from Baccharis dracunculifolia DC (Asteraceae)","","taxon:410823","Baccharis dracunculifolia","genomic DNA","","fungal endophyte","","","","","3","leaf-bud","","","","","","","",""
"HQ328020","Diversity of endophytic fungi of Vitex negundo and Vitex negundo var. cannabifolia","","taxon:913587","","genomic DNA","","Xylaria sp. HJ12","","F.Huang","","F.Huang","","","","HJ12","","","","","",""
"HQ435671","Endophytic Xylariaceae of Western Ghats, southern India: Diversity and bioactive compounds","","taxon:940160","","genomic DNA","","Xylaria sp. XF15","","","","","XF15","","","","","","","","",""
"HQ696051","Diversity and antimicrobial activity of culturable endophytic fungi isolated from moso bamboo seeds","China: Guangxi","taxon:990918","","genomic DNA","","Xylaria sp. zzz1741","","","","","","Moso bamboo seeds","","zzz1741","","","","","",""
"HQ728090","Oxygenated Guaiane-Type Sesquiterpenoids from the Endophytic Fungus Xylaria sp.","China: Yuanjiang County, Yunnan Province","taxon:1051370","Azadirachta indica","genomic DNA","","Xylaria sp. YM311647","","","","","","plant stems","","YM311647","","","","","",""
"JN159722","Diversity and antifungal, cytotoxic and leishmanicidal activities of endophytic fungi community of Stryphnodendron adstringens (Mart.) Coville (Fabaceae)","Brazil","taxon:1090306","Stryphnodendron adstringens","genomic DNA","","Xylaria sp. 3 UFMGCB 5027","","Carvalho, C.R.","20-Nov-2009","Carvalho, C.R.","","stem","","UFMGCB 5027","","","","","",""
"JN182891","The morphylogy molecule identify of fungi in Sichuan basin","","taxon:419776","","genomic DNA","","Xylaria venosula","","","","","108","","","","","","","","",""
"JN198509","Geographic and Tissue Influences on Endophytic Fungal Communities of Taxus chinensis var. mairei in China","","taxon:1054619","","genomic DNA","","Xylaria sp. 3 WL-2011","","L.W.Shang","","L.W.Shang","Z29","","","","","","","","",""
"JN198529","Geographic and Tissue Influences on Endophytic Fungal Communities of Taxus chinensis var. mairei in China","","taxon:419776","","genomic DNA","","Xylaria venosula","","L.W.Shang","","L.W.Shang","26","","","","","","","","",""
"JN601145","Comparison of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:114810","Erythrina velutina","genomic DNA","","Xylaria arbuscula","","Adam R. Ford","06-Mar-2011","Percy Nunez","E9004d","","","","","","2.18 S 80.02 W","","",""
"JN903551","Filamentous fungi from the Atlantic marine sponge Dragmacidon reticulatum","Brazil","taxon:1156066","Dragmacidon reticulatum (marine sponge)","genomic DNA","","Xylaria sp. CBMAI1345","","","","","CBMAI1345","","","","","","","","",""
"JQ388255","Genetic diversity of endophytic fungi and bacteria from Dendrobium officinale","China","taxon:1155184","Dendrobium officinale","genomic DNA","","Xylaria sp. DoF10","","Q.Y. Xue","2009","Q.Y. Xue","DoF10","","","","","","","","",""
"JQ747650","Interannual variation and host affiliations of endophytic fungi associated with ferns at La Selva, Costa Rica","Costa Rica: Heredia La Selva Biological Station 35 m.a.s.l.","taxon:1312559","Elaphoglossum doanense","genomic DNA","","fungal sp. F051","Robert L. Gilbertson Mycological Herbarium ARIZ","M. Del Olmo-Ruiz","Jul-2007","","","asymptomatic surface-sterilized fern stalk","","F051","","","10.26 N 83.59 W","","",""
"JQ846036","Endophytic fungi assemblages from five Pholidota medicinal plants (Orchidaceae)","China","taxon:114810","Pholidota longipes","genomic DNA","","Xylaria arbuscula","","","","","5411","root","","","","","","","",""
"JQ846058","Endophytic fungi assemblages from five Pholidota medicinal plants (Orchidaceae)","China","taxon:114810","Pholidota longipes","genomic DNA","","Xylaria arbuscula","","","","","5477","root","","","","","","","",""
"JQ862664","Diversity and taxonomy of endophytic xylariaceous fungi from medicinal plants of dendrobium (orchidaceae)","","taxon:1235916","","genomic DNA","","Xylaria sp. 5147","","","","","","","","5147","","","","","",""
"JQ862671","Diversity and taxonomy of endophytic xylariaceous fungi from medicinal plants of dendrobium (orchidaceae)","","taxon:1235923","","genomic DNA","","Xylaria sp. 5209","","","","","","","","5209","","","","","",""
"JQ862679","Diversity and taxonomy of endophytic xylariaceous fungi from medicinal plants of dendrobium (orchidaceae)","","taxon:1235919","","genomic DNA","","Xylaria sp. 5163","","","","","","","","5163","","","","","",""
"JQ862693","Diversity and taxonomy of endophytic xylariaceous fungi from medicinal plants of dendrobium (orchidaceae)","","taxon:1235931","","genomic DNA","","Xylaria sp. 5340","","","","","","","","5340","","","","","",""
"JQ922175","Phylogenetic diversity of culturable sponge-associated fungi collected in highly biodiverse areas in the Republic of Panama","Panama","taxon:1173363","marine sponge","genomic DNA","","Eutypella sp. CCG-2012","C4008-2-PD1","C. Caballero","28-Jan-2009","","PanC40082PD1CC533","","","","","","7.4833 N 81.70 W","","",""
"JX049398","Diversity of the endophytic fungi from C. fortunei Hook.f and their secondary metabolites","","taxon:419776","","genomic DNA","","Xylaria venosula","","Y. Zhang","","","C4","","","","","","","","",""
"JX049400","Diversity of the endophytic fungi from C. fortunei Hook.f and their secondary metabolites","","taxon:1204550","","genomic DNA","","Xylaria sp. C8","","Y. Zhang","","","C8","","","","","","","","",""
"JX944082","Endophytic fungi isolated from guarana and olive plants","Brazil","taxon:1280765","Paullinia cupana","genomic DNA","","Xylaria sp. 19 JM-2013","","J.Marcon","16-Nov-2009","","","","","G_PDA14","","","","","",""
"JX944087","Endophytic fungi isolated from guarana and olive plants","Brazil","taxon:1280765","Paullinia cupana","genomic DNA","","Xylaria sp. 19 JM-2013","","J.Marcon","16-Nov-2009","","","","","G_PDA19","","","","","",""
"KC200121","Isolation, Identification and Diversity of Endophytic Fungi from Ginkgo biloba L.","China: Fujian","taxon:114809","","genomic DNA","","Xylaria apiculata","","","","","","","","YB-10","","","","","",""
"KC202416","CO2 enrichment influences the spectral signature, development and endophyte community in a tropical wild shrub","Brazil","taxon:1286109","","genomic DNA","","Xylariales sp. 6a_co2","6a_co2","","","","","","","","","","","","",""
"KC208017","Identification and Secondary Metabolites of Endophytic Fungi from Cephalotaxus oliveri and Taxus chinensis var. mairei","China","taxon:1297927","Cephalotaxus oliveri","genomic DNA","","Xylaria sp. ZZ-BSJ-07","","","","","","","","ZZ-BSJ-07","","","","","",""
"KC461144","Diversity of endophytic fungi of Macleaya cordata","","taxon:1308413","Macleaya cordata","genomic DNA","","fungal sp. BLH 73","","","","","","","","BLH 73","","","","","",""
"KC507252","Long-term dynamics of foliar fungal endophytes associated with an invasive plant Ageratina adenophora","","taxon:1324544","Ageratina adenophora","genomic DNA","","Xylaria sp. AX43","","","","","","","","AX43","","","","","",""
"KF435962","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Rhipidocladum racemiflorum","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK817","","","","","","",""
"KF436138","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Sloanea terniflora","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK134","","","","","","",""
"KF496180","Isolation and molecular characterization of endophytic fungi from leaves of Vochysia divergens in the Pantanal","Brazil","taxon:1423621","Vochysia divergens","genomic DNA","","Xylaria sp. Fun22W3","","","May-2011","","Fun22W3","inner leaf","","","","","16.35 S 56.47 W","","",""
"KF611676","Endophytic fungi isolated from Caesalpinia echinata Lam. (Brazilwood) as source of leishmanicidal, trypanocidal, antimicrobial and cytotoxic metabolites","Brazil","taxon:114810","Caesalpinia echinata","genomic DNA","","Xylaria arbuscula","","","","","PB01","stem; bark","","","","","","","",""
"KF611687","Endophytic fungi isolated from Caesalpinia echinata Lam. (Brazilwood) as source of leishmanicidal, trypanocidal, antimicrobial and cytotoxic metabolites","Brazil","taxon:1429596","Caesalpinia echinata","genomic DNA","","Xylaria sp. PB55","","","","","PB55","stem; bark","","","","","","","",""
"KF611689","Endophytic fungi isolated from Caesalpinia echinata Lam. (Brazilwood) as source of leishmanicidal, trypanocidal, antimicrobial and cytotoxic metabolites","Brazil","taxon:1429597","Caesalpinia echinata","genomic DNA","","Xylaria sp. PB84","","","","","PB84","stem; bark","","","","","","","",""
"KF727565","Two novel xylaphenoside from Xylaris sp. HCCB03890","","taxon:1437199","","genomic DNA","","Xylaria sp. HCCB03890","","","","","","","","HCCB03890","","","","","",""
"KF887021","The population composition and antimicrobial activities of endophytes in Toddalia asiatica","China: Yunnan province","taxon:114810","Toddalia asiatica","genomic DNA","endophytic fungus","Xylaria arbuscula","","Benshou Yang","15-Dec-2010","","","","","F-1-26","","","","","",""
"KJ404200","Diversity and antimicrobial activity of endophytic fungi associated with the medicinal plant Baccharis trimera (Asteraceae) from Brazilian savannah","Brazil","taxon:1486679","Baccharis trimera","genomic DNA","","Xylaria sp. UFMGCB 4456","","Mariana Vieira","10-Sep-2009","Mariana Vieira","UFMGCB4456","","","","","","","","",""
"AB741582","Comparison of diversity and assemblage of Xylariaceous endophytes between subtropical and temperate forests in Japan","Japan:Okinawa, Yanbaru","taxon:1219216","Meliosma squamulata","genomic DNA","","Xylariaceae sp. 4Y-Ms8-3","personal:Osono,T.:4Y-Ms8-3","","27-Apr-2010","","","living leaf","","","","","26.73 N 128.22 E","","",""
"AB741583","Comparison of diversity and assemblage of Xylariaceous endophytes between subtropical and temperate forests in Japan","Japan:Okinawa, Yanbaru","taxon:1219217","Vaccinium wrightii","genomic DNA","","Xylariaceae sp. 4Y-Vw3-1","personal:Osono,T.:4Y-Vw3-1","","27-Apr-2010","","","living leaf","","","","","26.73 N 128.22 E","","",""
"AY100022","Muscodor vitigenus sp. nov., an endophyte from Paullinia paullinoides","","taxon:197053","","genomic DNA","","Muscodor vitigenus","","","","","P15","","","","","","","","",""
"EF564148","Biological activities of extracts from endophytic fungi isolated from Garcinia plants","","taxon:462241","","genomic DNA","","Muscodor sp. D31","","","","","D31","","","","","","","","",""
"EF564149","Biological activities of extracts from endophytic fungi isolated from Garcinia plants","","taxon:462242","","genomic DNA","","Muscodor sp. M7","","","","","M7","","","","","","","","",""
"EF564150","Biological activities of extracts from endophytic fungi isolated from Garcinia plants","","taxon:462243","","genomic DNA","","Muscodor sp. N28","","","","","N28","","","","","","","","",""
"EU686808","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Streptochaeta spicata","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1138","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686811","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Rhipidocladum racemiflorum","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1157","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686819","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Rhipidocladum racemiflorum","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1197","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686828","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Chusquea simpliciflora","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1265","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686844","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Olyra latifolia","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1381","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686902","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Olyra latifolia","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1558","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686903","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Olyra latifolia","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1563","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686905","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Pharus latifolius","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1566","asymptomatic photosynthetic tissue","","","","","","","",""
"EU686967","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Lithachne pauciflora","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1853","asymptomatic photosynthetic tissue","","","","","","","",""
"EU687018","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Panicum pilosum","genomic DNA","","fungal endophyte","","K.L. Higgins","","","2067","asymptomatic photosynthetic tissue","","","","","","","",""
"EU687166","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Oplismenus hirtellus","genomic DNA","","fungal endophyte","","K.L. Higgins","","","805","asymptomatic photosynthetic tissue","","","","","","","",""
"EU977197","Bioactive endophytes warrant intensified exploration and conservation","","taxon:556639","","genomic DNA","","fungal endophyte sp. P1813B","","","","","","","","P1813B","","","","","",""
"FJ612989","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:594797","Cecropia insignis","genomic DNA","","fungal sp. ARIZ B342","ARIZ:B342","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"HM999898","Comparison of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:872195","Tectaria incisa","genomic DNA","endophytic fungus","Muscodor sp. E6710b","","Ezra G. Baraban","09-Mar-2010","Ezra G. Baraban","E6710b","","","","","","2.2498 S 79.3896 W","","",""
"HQ117854","Comparison of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:874340","Besleria quadrangulata","genomic DNA","endophytic fungus","Muscodor sp. E8514i","","Durga Thakral","11-Mar-2010","Durga Thakral","E8514I","","","","","","0.4891 S 76.3658 W","","",""
"JF938595","Muscodor sutura, a novel endophytic fungus with volatile antibiotic activities","","taxon:1095120","Prestonia trifida","genomic DNA","","Muscodor sp. SR-2011","","","","","","","","CA22D","","","","","",""
"JN031052","Diversity and antifungal, cytotoxic and leishmanicidal activities of endophytic fungi community of Stryphnodendron adstringens (Mart.) Coville (Fabaceae)","Brazil","taxon:1112278","Stryphnodendron adstringens","genomic DNA","","Muscodor sp. UFMGCB 4666","","Carvalho, C.R.","09-Jul-2009","Carvalho, C.R.","","leaf","","UFMGCB 4666","","","","","",""
"JQ747699","Interannual variation and host affiliations of endophytic fungi associated with ferns at La Selva, Costa Rica","Costa Rica: Heredia La Selva Biological Station 35 m.a.s.l.","taxon:1312608","Phlebodium pseudoaureum","genomic DNA","","fungal sp. F276","Robert L. Gilbertson Mycological Herbarium ARIZ","J.F. Santos-Rodriguez","Jul-2008","","","asymptomatic surface-sterilized fern blade","","F276","","","10.26 N 83.59 W","","",""
"JX089322","Endophytic fungi from medicinal plant","Thailand","taxon:1218482","","genomic DNA","PCR_primers=fwd_name: its5, rev_name: its4","Muscodor sp. CMU-M2","","","","","","","","CMU-M2","","","","","",""
"KC771492","The collection of endophytes of the Pontificia Universidad Catolica del Ecuador (CE-QCA): a contribution to the knowledge of Ecuadorian biodiversity and to the research for the development of bioproducts","Ecuador","taxon:197053","Picramnia sp. Sw.","genomic DNA","","Muscodor vitigenus","CEQCA-M1285","P.M. Barba, C.E. Portero, S.D. Villota","11-Nov-2011","","BPV156c","","","","","","0.0242 S 79.9822 W","","",""
"KC771493","The collection of endophytes of the Pontificia Universidad Catolica del Ecuador (CE-QCA): a contribution to the knowledge of Ecuadorian biodiversity and to the research for the development of bioproducts","Ecuador","taxon:197053","Virola sp. Aubl.","genomic DNA","","Muscodor vitigenus","CEQCA-M1291","P.M. Barba, C.E. Portero, S.D. Villota","10-Nov-2011","","BPV158d","","","","","","0.0242 N 79.9822 W","","",""
"KC771503","The collection of endophytes of the Pontificia Universidad Catolica del Ecuador (CE-QCA): a contribution to the knowledge of Ecuadorian biodiversity and to the research for the development of bioproducts","Ecuador","taxon:197053","Myristicaceae","genomic DNA","","Muscodor vitigenus","CEQCA-O0372","C.E. Portero","22-Oct-2010","","E8680b","","","","","","0.6742 S 76.3978 W","","",""
"KC771512","The collection of endophytes of the Pontificia Universidad Catolica del Ecuador (CE-QCA): a contribution to the knowledge of Ecuadorian biodiversity and to the research for the development of bioproducts","Ecuador","taxon:197053","Myrcia amazonica DC.","genomic DNA","","Muscodor vitigenus","CEQCA-O1100","E.A. Orellana, C.E. Portero","14-Jul-2011","","cp063b","","","","","","0.6708 S 76.3956 W","","",""
"KF164395","Diversity of antimicrobial and cytotoxic secondary metabolites from leaf endophytes: isolation and identification of antibacterial agent pyrrocidine C from Lewia infectoria GTC2402","","taxon:1348018","Heliconia bihai","genomic DNA","","fungal sp. SNB-LD1.5","","","Jan-2011","","","surface-sterilized leaf","","SNB-LD1.5","","","","","",""
"KF435354","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Castilla elastica","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1302","","","","","","",""
"KF435445","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Davilla kunthii","genomic DNA","collected under permit, Rancheria (P.N. Coiba)","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1550","","","","","","",""
"KF435494","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Elaeis oleifera","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK58","","","","","","",""
"KF435767","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Musa paradisiaca","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1406","","","","","","",""
"KF435791","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Olyra latifolia","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK962","","","","","","",""
"KF435846","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Perebea xanthochyma","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1221","","","","","","",""
"KF496182","Isolation and molecular characterization of endophytic fungi from leaves of Vochysia divergens in the Pantanal","Brazil","taxon:1423597","Vochysia divergens","genomic DNA","","Muscodor sp. Fun50W1","","","May-2011","","Fun50W1","inner leaf","","","","","16.35 S 56.47 W","","",""
"KF496186","Isolation and molecular characterization of endophytic fungi from leaves of Vochysia divergens in the Pantanal","Brazil","taxon:1423598","Vochysia divergens","genomic DNA","","Muscodor sp. Fun56W3","","","May-2011","","Fun56W3","inner leaf","","","","","16.35 S 56.47 W","","",""
"KF850711","Muscodor, an endophytic fungus of Havea brasiliensis (Para rubber tree) from northeast of Thailand with volatile antibiotic activities","Thailand","taxon:1457325","Hevea brasiliensis","genomic DNA","PCR_primers=fwd_name: its5, rev_name: its4","Muscodor sp. RTM5-IV2","","Siri-Udom, S","May-2011/Dec-2012","","RTM5-IV2","healthy leaves","","","","","17.2039 N 102.4406 E","","",""
"EU009988","Fungal endophyte diversity in coffee plants","USA: Hawaii","taxon:473102","Coffea arabica","genomic DNA","crown endophyte","Xylariaceae sp. VegaE4-61","H46H1","","","","","","","VegaE4-61","","","","","",""
"EU009990","Fungal endophyte diversity in coffee plants","USA: Hawaii","taxon:473101","Coffea arabica","genomic DNA","leaf endophyte","Xylariaceae sp. VegaE4-18","H32A","","","","","","","VegaE4-18","","","","","",""
"EU687079","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Ichnanthus pallens","genomic DNA","","fungal endophyte","","K.L. Higgins","","","231","asymptomatic photosynthetic tissue","","","","","","","",""
"FJ612807","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595081","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L420","ARIZ:L420","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ612856","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595146","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L525CLC","ARIZ:L525CLC","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ612859","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595150","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L541","ARIZ:L541","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ612860","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595151","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L542","ARIZ:L542","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ612877","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595173","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L673","ARIZ:L673","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ613080","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:594897","Cecropia insignis","genomic DNA","","fungal sp. ARIZ B495","ARIZ:B495","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"JQ905633","Sampling effect in estimating tropical fungal endophyte diversity: Are we undersampling?","","taxon:1197673","Hevea brasiliensis","genomic DNA","","Xylariales sp. MS142","","Romina Gazis","","","","sapwood","","MS142","","","","","",""
"JX944092","Endophytic fungi isolated from guarana and olive plants","Brazil","taxon:1280762","Paullinia cupana","genomic DNA","","Sordariomycetes sp. 18 JM-2013","","J.Marcon","16-Nov-2009","","","","","G_PDA24","","","","","",""
